comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
110040,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,11,4,0,"Jadeja to Livingstone, OUT",False,False,False,403902,Liam Livingstone,60,32,234675,Ravindra Jadeja,2.4,0,23,1,721867,Jitesh Sharma,1,1,51439.0,Dwayne Bravo,2.0,0.0,28.0,1.0,403902.0,Liam Livingstone,Ravindra Jadeja,60.0,32.0,LS Livingstone c Rayudu b Jadeja 60 (52m 32b 5x4 5x6) SR: 187.50,False,"<strong>Rayudu clings on at short third man</strong> and flashes a wry smile. Relief for Rayudu and CSK. 100ks dart, shorter and outside off, Livingstone aims for a cut and ends up slicing a thick outside edge to short third man. CSK are well and truly back in this contest",,
110050,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,11,5,0,"Jadeja to Shahrukh Khan, no run",False,False,False,719719,M Shahrukh Khan,0,1,234675,Ravindra Jadeja,2.5,0,23,1,721867,Jitesh Sharma,1,1,51439.0,Dwayne Bravo,2.0,0.0,28.0,1.0,,,,,,,False,"on a length and drifts into off stump, played back to the bowler","<p>Shiva Jayaraman, our stats whiz: ""This is the first time any team has breached the 100-run mark inside the first ten overs despite losing two wickets by the end of the second over in the innings.""</p>",
110060,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,11,6,0,"Jadeja to Shahrukh Khan, no run",False,False,False,719719,M Shahrukh Khan,0,2,234675,Ravindra Jadeja,3.0,0,23,1,721867,Jitesh Sharma,1,1,51439.0,Dwayne Bravo,2.0,0.0,28.0,1.0,,,,,,,False,"back of a length and quicker on the stumps, blocked back off the front foot",,
111010,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,12,1,0,"Ali to Sharma, no run",False,False,False,721867,Jitesh Sharma,1,2,8917,Moeen Ali,0.1,0,0,0,719719,M Shahrukh Khan,0,2,234675.0,Ravindra Jadeja,3.0,0.0,23.0,1.0,,,,,,,False,"pushed through on middle and leg, knocked to midwicket",<p>Moeen comes on</p>,
111020,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,12,2,6,"Ali to Sharma, SIX",True,False,False,721867,Jitesh Sharma,7,3,8917,Moeen Ali,0.2,0,6,0,719719,M Shahrukh Khan,0,2,234675.0,Ravindra Jadeja,3.0,0.0,23.0,1.0,,,,,,,False,"down the track and swiped over the longer leg-side boundary for six. Jitesh holds nothing back, staying true to Punjab's playbook",,
111030,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,12,3,0,"Ali to Sharma, no run",False,False,False,721867,Jitesh Sharma,7,4,8917,Moeen Ali,0.3,0,6,0,719719,M Shahrukh Khan,0,2,234675.0,Ravindra Jadeja,3.0,0.0,23.0,1.0,,,,,,,False,forced back to the bowler after stepping out,,
111040,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,12,4,1,"Ali to Sharma, 1 run",False,False,False,721867,Jitesh Sharma,8,5,8917,Moeen Ali,0.4,0,7,0,719719,M Shahrukh Khan,0,2,234675.0,Ravindra Jadeja,3.0,0.0,23.0,1.0,,,,,,,False,whisked down to long-on,,"<p>Vedansh : ""This Punjab team is playing the brand of cricket which England plays under Morgan. Everyone attacks without caring about wickets column ""</p>"
111050,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,12,5,0,"Ali to Shahrukh Khan, no run",False,False,False,719719,M Shahrukh Khan,0,3,8917,Moeen Ali,0.5,0,7,0,721867,Jitesh Sharma,8,5,234675.0,Ravindra Jadeja,3.0,0.0,23.0,1.0,,,,,,,False,worked with the spin to midwicket,,
111060,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,12,6,1,"Ali to Shahrukh Khan, 1 run",False,False,False,719719,M Shahrukh Khan,1,4,8917,Moeen Ali,1.0,0,8,0,721867,Jitesh Sharma,8,5,234675.0,Ravindra Jadeja,3.0,0.0,23.0,1.0,,,,,,,False,"dragged down on middle, hauled away to deep square leg off the back foot",,
112010,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,13,1,1,"Mukesh Choudhary to Shahrukh Khan, 1 run",False,False,False,719719,M Shahrukh Khan,2,5,1125688,Mukesh Choudhary,3.1,0,45,1,721867,Jitesh Sharma,8,5,8917.0,Moeen Ali,1.0,0.0,8.0,0.0,,,,,,,False,"just short of a length and outside off, punched down to long-on off the back foot",<p>Choudhary is back for his last over</p>,"<p>Shankar: ""PBKS should be careful here. They have Smith and nothing else after these two. Try to consolidate for 3 overs and launch back in last 5 overs""</p>"
112020,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,13,2,0,"Mukesh Choudhary to Sharma, no run",False,False,False,721867,Jitesh Sharma,8,6,1125688,Mukesh Choudhary,3.2,0,45,1,719719,M Shahrukh Khan,2,5,8917.0,Moeen Ali,1.0,0.0,8.0,0.0,,,,,,,False,"back of a length and angling across off, run away to short third man",,
112030,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,13,3,0,"Mukesh Choudhary to Sharma, no run",False,False,False,721867,Jitesh Sharma,8,7,1125688,Mukesh Choudhary,3.3,0,45,1,719719,M Shahrukh Khan,2,5,8917.0,Moeen Ali,1.0,0.0,8.0,0.0,,,,,,,False,"Choudhary hits an in-between length and aims for the stumps, forced back to him",,
112040,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,13,4,6,"Mukesh Choudhary to Sharma, SIX",True,False,False,721867,Jitesh Sharma,14,8,1125688,Mukesh Choudhary,3.4,0,51,1,719719,M Shahrukh Khan,2,5,8917.0,Moeen Ali,1.0,0.0,8.0,0.0,,,,,,,False,"slower short ball into the body, Jitesh lines it up and muscles a pull over long leg for six. Clean strike from Jitesh",,
112050,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,13,5,0,"Mukesh Choudhary to Sharma, no run",False,False,False,721867,Jitesh Sharma,14,9,1125688,Mukesh Choudhary,3.5,0,51,1,719719,M Shahrukh Khan,2,5,8917.0,Moeen Ali,1.0,0.0,8.0,0.0,,,,,,,False,"back of a length and angling across off, but fairly close to off, played back to Choudhary",,
112060,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,13,6,1,"Mukesh Choudhary to Sharma, 1 run",False,False,False,721867,Jitesh Sharma,15,10,1125688,Mukesh Choudhary,4.0,0,52,1,719719,M Shahrukh Khan,2,5,8917.0,Moeen Ali,1.0,0.0,8.0,0.0,,,,,,,False,"pitched-up delivery, sliding across off, Jitesh chips a drive down to long-off","<p>Pratheek Jain: ""I think the bowler tried to double bluff with the short ball. Didn't come off.""</p>",
113010,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,14,1,1,"Jadeja to Sharma, 1 run",False,False,False,721867,Jitesh Sharma,16,11,234675,Ravindra Jadeja,3.1,0,24,1,719719,M Shahrukh Khan,2,5,1125688.0,Mukesh Choudhary,4.0,0.0,52.0,1.0,,,,,,,False,"full and fired outside off, driven on the up to wide long-off","<p>Raja Muthu: ""Everyone's talking about Deapak Chahar's absence, but Hazlewood's void is hurting CSK pretty much as well.""</p>",
113030,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,14,2,0,"Jadeja to Shahrukh Khan, no run",False,False,False,719719,M Shahrukh Khan,2,6,234675,Ravindra Jadeja,3.2,0,25,1,721867,Jitesh Sharma,16,11,1125688.0,Mukesh Choudhary,4.0,0.0,52.0,1.0,,,,,,,False,"pushed through on middle and leg, clipped to midwicket off the front foot",,
113020,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,14,2,1,"Jadeja to Shahrukh Khan, 1 wide",False,True,False,719719,M Shahrukh Khan,2,5,234675,Ravindra Jadeja,3.1,0,25,1,721867,Jitesh Sharma,16,11,1125688.0,Mukesh Choudhary,4.0,0.0,52.0,1.0,,,,,,,False,"sliding down the leg side, Shahrukh sweeps and misses. Wide",,
113040,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,14,3,1,"Jadeja to Shahrukh Khan, 1 run",False,False,False,719719,M Shahrukh Khan,3,7,234675,Ravindra Jadeja,3.3,0,26,1,721867,Jitesh Sharma,16,11,1125688.0,Mukesh Choudhary,4.0,0.0,52.0,1.0,,,,,,,False,"speared outside off, chopped to sweeper cover off the back foot",<p>Slow start for Shahrukh. Spin is his weaker suit as well</p>,
113060,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,14,4,6,"Jadeja to Sharma, SIX",True,False,False,721867,Jitesh Sharma,22,12,234675,Ravindra Jadeja,3.4,0,33,1,719719,M Shahrukh Khan,3,7,1125688.0,Mukesh Choudhary,4.0,0.0,52.0,1.0,,,,,,,False,"Jitesh smokes a six down the ground. He backs away outside leg, Jadeja follows him and bowls into the pitch. Jitesh, however, launches a straight six",,
113050,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,14,4,1,"Jadeja to Sharma, 1 wide",False,True,False,721867,Jitesh Sharma,16,11,234675,Ravindra Jadeja,3.3,0,27,1,719719,M Shahrukh Khan,3,7,1125688.0,Mukesh Choudhary,4.0,0.0,52.0,1.0,,,,,,,False,veering down the leg side for another wide,"<p>Kevin Menezes: ""Looking forward to Sharukh khan bat through middle overs. Not sure if he has the game to rotate strike ""</p>",
113070,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,14,5,1,"Jadeja to Sharma, 1 run",False,False,False,721867,Jitesh Sharma,23,13,234675,Ravindra Jadeja,3.5,0,34,1,719719,M Shahrukh Khan,3,7,1125688.0,Mukesh Choudhary,4.0,0.0,52.0,1.0,,,,,,,False,down the track and flat-batted down to long-off. Jitesh looks more comfortable against spin,,
113080,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,14,6,0,"Jadeja to Shahrukh Khan, no run",False,False,False,719719,M Shahrukh Khan,3,8,234675,Ravindra Jadeja,4.0,0,34,1,721867,Jitesh Sharma,23,13,1125688.0,Mukesh Choudhary,4.0,0.0,52.0,1.0,,,,,,,False,"Shahrukh chews up another dot against spin. Darted into the top of off stump, pushed back to him",,
114010,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,15,1,0,"Pretorius to Sharma, no run",False,False,False,721867,Jitesh Sharma,23,14,327830,Dwaine Pretorius,1.1,0,6,0,719719,M Shahrukh Khan,3,8,234675.0,Ravindra Jadeja,4.0,0.0,34.0,1.0,,,,,,,False,"slower ball, 114ks, floated wide of off, dips underneath the swing of Jitesh. Good start from Pretorius","<p>Vinay: ""@Raja it's the combination of a lot of people missing. They could afford 3 overs from Thakur, but not from Dube here. Faf can't be compared to anyone else in this team"" --- Pretorius is back for the death</p>",
114020,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,15,2,2,"Pretorius to Sharma, 2 runs",False,False,False,721867,Jitesh Sharma,25,15,327830,Dwaine Pretorius,1.2,0,8,0,719719,M Shahrukh Khan,3,8,234675.0,Ravindra Jadeja,4.0,0.0,34.0,1.0,,,,,,,False,"another slower cutter, full and wide of off, carted away to the left of Choudhary at sweeper. He slides across and stops the ball",,
114030,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,15,3,1,"Pretorius to Sharma, 1 run",False,False,False,721867,Jitesh Sharma,26,16,327830,Dwaine Pretorius,1.3,0,9,0,719719,M Shahrukh Khan,3,8,234675.0,Ravindra Jadeja,4.0,0.0,34.0,1.0,,,,,,,False,"Does not carry to Gaikwad at deep cover. Pretorius rolls out another cutter, pushed wide of off, sliced in the air. Bounces in front of the onrushing Gaikwad",,
114040,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,15,4,1,"Pretorius to Shahrukh Khan, 1 run",False,False,False,719719,M Shahrukh Khan,4,9,327830,Dwaine Pretorius,1.4,0,10,0,721867,Jitesh Sharma,26,16,234675.0,Ravindra Jadeja,4.0,0.0,34.0,1.0,,,,,,,False,"on-pace hard-length delivery outside off, Shahrukh splices it down to long-off",,
114050,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,15,5,0,"Pretorius to Sharma, OUT",False,False,False,721867,Jitesh Sharma,26,17,327830,Dwaine Pretorius,1.5,0,10,1,719719,M Shahrukh Khan,4,9,234675.0,Ravindra Jadeja,4.0,0.0,34.0,1.0,721867.0,Jitesh Sharma,Dwaine Pretorius,26.0,17.0,JM Sharma c Uthappa b Pretorius 26 (23m 17b 0x4 3x6) SR: 152.94,False,"<strong>Pretorius bests Jitesh with the slower delivery</strong>. Caught at short third man. Pitched up and outside off, Jitesh aims to reverse-scoop it over Uthappa at short third man, but does not have enough pace to work with or elevation. Simple catch for Uthappa. Pretorius continues to impress in yellow","<p>Raja Muthu: ""Looks like Pretorius is the new Bravo for CSK in the coming years.""</p>","<p>Vinod: ""PBKS can't afford to play 4 tailenders if they want to adopt Morgan's template. I feel they haven't utilized Raj Bawa properly. He should bat at 8 and bowl in powerplay. ""</p>"
114060,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,15,6,1,"Pretorius to Smith, 1 run",False,False,False,820691,Odean Smith,1,1,327830,Dwaine Pretorius,2.0,0,11,1,719719,M Shahrukh Khan,4,9,234675.0,Ravindra Jadeja,4.0,0.0,34.0,1.0,,,,,,,False,"another slower one floated outside off at 108ks, stabbed into the covers as Odean gets off the mark",<p>Odean has joined SRK. This could be fun.</p>,
115020,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,16,1,0,"Jordan to Smith, no run",False,False,False,820691,Odean Smith,1,2,288992,Chris Jordan,2.1,0,14,0,719719,M Shahrukh Khan,4,9,327830.0,Dwaine Pretorius,2.0,0.0,11.0,1.0,,,,,,,False,"middle-stump yorker, dug back to Jordan. Well bowled, CJ",,
115010,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,16,1,1,"Jordan to Smith, 1 wide",False,True,False,820691,Odean Smith,1,1,288992,Chris Jordan,2.0,0,14,0,719719,M Shahrukh Khan,4,9,327830.0,Dwaine Pretorius,2.0,0.0,11.0,1.0,,,,,,,False,"very full and sprayed down the leg side, wide called",<p>Jordan vs Odean</p>,
115030,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,16,2,1,"Jordan to Smith, 1 run",False,False,False,820691,Odean Smith,2,3,288992,Chris Jordan,2.2,0,15,0,719719,M Shahrukh Khan,4,9,327830.0,Dwaine Pretorius,2.0,0.0,11.0,1.0,,,,,,,False,"another middle-stump yorker from Jordan, squeezed down to long-on",,
115040,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,16,3,2,"Jordan to Shahrukh Khan, 2 runs",False,False,False,719719,M Shahrukh Khan,6,10,288992,Chris Jordan,2.3,0,17,0,820691,Odean Smith,2,3,327830.0,Dwaine Pretorius,2.0,0.0,11.0,1.0,,,,,,,False,"low full-toss on off, hacked away towards deep midwicket off the inside half. Good bowling from Jordan",,
115050,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,16,4,0,"Jordan to Shahrukh Khan, OUT",False,False,False,719719,M Shahrukh Khan,6,11,288992,Chris Jordan,2.4,0,17,1,820691,Odean Smith,2,3,327830.0,Dwaine Pretorius,2.0,0.0,11.0,1.0,719719.0,M Shahrukh Khan,Chris Jordan,6.0,11.0,M Shahrukh Khan c Pretorius b Jordan 6 (25m 11b 0x4 0x6) SR: 54.54,False,"<strong>Shahrukh holes out to deep square leg</strong>, Jordan celebrates. Jordan misses the yorker, comes out as a low full-toss on leg stump. Shahrukh picks it up and swings it to Pretorius. First wicket for Jordan at CSK",,"<p>Adarsh Gopi: ""Jordan seems to be joining the long list of players who have a middling stint with other teams, but come to CSK and start shining again at the deep end of their careers.""</p>"
115060,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,16,5,0,"Jordan to Rabada, no run",False,False,False,550215,Kagiso Rabada,0,1,288992,Chris Jordan,2.5,0,17,1,820691,Odean Smith,2,3,327830.0,Dwaine Pretorius,2.0,0.0,11.0,1.0,,,,,,,False,"<strong>wide yorker from CJ,</strong> squeezes underneath Rabada's bat outside off",<p>Rabada at No.8</p>,
115070,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,16,6,1,"Jordan to Rabada, 1 run",False,False,False,550215,Kagiso Rabada,1,2,288992,Chris Jordan,3.0,0,18,1,820691,Odean Smith,2,3,327830.0,Dwaine Pretorius,2.0,0.0,11.0,1.0,,,,,,,False,"another wide yorker from Jordan, marginally misses his mark, carved to short third man. Excellent over from Jordan",,
116010,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,17,1,4,"Pretorius to Rabada, FOUR",True,False,False,550215,Kagiso Rabada,5,3,327830,Dwaine Pretorius,2.1,0,15,1,820691,Odean Smith,2,3,288992.0,Chris Jordan,3.0,0.0,18.0,1.0,,,,,,,False,"Jordan misses the yorker. On-pace full-toss on middle stump, Rabada drags it away between deep midwicket and long-on","<p>Pavan: ""Seriously not convinced about Punjab when they're batting first - think they're gonna be a good chasing side but don't seem to have the intelligence to set up enough par scores ""</p>","<p>Vaelan: ""Early times but what PSL commentators told about Jordan is proving to be right.""</p>"
116030,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,17,2,1,"Pretorius to Rabada, 1 run",False,False,False,550215,Kagiso Rabada,6,4,327830,Dwaine Pretorius,2.2,0,17,1,820691,Odean Smith,2,3,288992.0,Chris Jordan,3.0,0.0,18.0,1.0,,,,,,,False,"Pretorius nails a wide yorker, which is dug out to long-on off the inner half",,"<p>Vijay S: ""It's been one game for Jordan, two for Pretorius and we are already calling them the next Bollinger and Hilfenhaus for CSK. Guys let's give them more than 1/2 games to breathe!""</p>"
116020,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,17,2,1,"Pretorius to Rabada, 1 wide",False,True,False,550215,Kagiso Rabada,5,3,327830,Dwaine Pretorius,2.1,0,16,1,820691,Odean Smith,2,3,288992.0,Chris Jordan,3.0,0.0,18.0,1.0,,,,,,,False,"Rabada steps away outside leg, wide full-toss from Pretorius. Passes the tramline. Wide called",,
116040,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,17,3,0,"Pretorius to Smith, no run",False,False,False,820691,Odean Smith,2,4,327830,Dwaine Pretorius,2.3,0,17,1,550215,Kagiso Rabada,6,4,288992.0,Chris Jordan,3.0,0.0,18.0,1.0,,,,,,,False,"full and dips outside off, 110ks, good bowling from Pretorius. Odean swings for the hills and gets an inside-edge onto the pad",,
116050,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,17,4,0,"Pretorius to Smith, no run",False,False,False,820691,Odean Smith,2,5,327830,Dwaine Pretorius,2.4,0,17,1,550215,Kagiso Rabada,6,4,288992.0,Chris Jordan,3.0,0.0,18.0,1.0,,,,,,,False,"slower ball from Pretorius, takes it away from Odean's swinging arc. He swishes and misses outside off",,
116070,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,17,5,1,"Pretorius to Smith, 1 run",False,False,False,820691,Odean Smith,3,6,327830,Dwaine Pretorius,2.5,0,19,1,550215,Kagiso Rabada,6,4,288992.0,Chris Jordan,3.0,0.0,18.0,1.0,,,,,,,False,"on-pace yorker outside off, toe-ended down to long-off",,
116060,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,17,5,1,"Pretorius to Smith, 1 wide",False,True,False,820691,Odean Smith,2,5,327830,Dwaine Pretorius,2.4,0,18,1,550215,Kagiso Rabada,6,4,288992.0,Chris Jordan,3.0,0.0,18.0,1.0,,,,,,,False,"Pretorius goes full and wide once again, with a packed off-side field, but this is too wide. Pretorius has to re-bowl it. Another swing and a miss from Odean",,
116090,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,17,6,0,"Pretorius to Rabada, no run",False,False,False,550215,Kagiso Rabada,6,5,327830,Dwaine Pretorius,3.0,0,20,1,820691,Odean Smith,3,6,288992.0,Chris Jordan,3.0,0.0,18.0,1.0,,,,,,,False,"slower offcutter, dips outside off and nibbles away from Rabada, who is beaten","<p>Vaelan: ""Punjab needed one of their batter to kind of anchor the innings at 130 SR and let other batters around him to go bonkers. That anchor needed to stay till the end and explode at the death. Especially due to the fact that PKBS has a long tail. They had a very good chance to post a 210 total at ease""</p>",
116080,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,17,6,1,"Pretorius to Rabada, 1 wide",False,True,False,550215,Kagiso Rabada,6,4,327830,Dwaine Pretorius,2.5,0,20,1,820691,Odean Smith,3,6,288992.0,Chris Jordan,3.0,0.0,18.0,1.0,,,,,,,False,"full-toss sprayed wide of off, off-side wide","<p>Sajid: ""Jordan is usually good with his yorkers when there is no dew. Jordan will be tested in the death when he defends a total! ""</p>",
117010,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,18,1,0,"Jordan to Smith, OUT",False,False,False,820691,Odean Smith,3,7,288992,Chris Jordan,3.1,0,18,2,550215,Kagiso Rabada,6,5,327830.0,Dwaine Pretorius,3.0,0.0,20.0,1.0,820691.0,Odean Smith,Chris Jordan,3.0,7.0,OF Smith c Bravo b Jordan 3 (17m 7b 0x4 0x6) SR: 42.85,False,"<strong>Smith is caught by DJ Bravo at long-on.</strong> Jordan marginally misses the yorker, but it's still pretty full on middle and leg. Smith can't get underneath the length and hauls it away to the outfielder",<p>Jordan to bowl his last over</p>,"<p>KB: ""@veelan. KL Rahul did that last year and before that year and he was criticised for that.""</p>"
117020,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,18,2,1,"Jordan to Chahar, 1 run",False,False,False,1064812,Rahul Chahar,1,1,288992,Chris Jordan,3.2,0,19,2,550215,Kagiso Rabada,6,5,327830.0,Dwaine Pretorius,3.0,0.0,20.0,1.0,,,,,,,False,"low full-toss on middle, patted away to the right of Jordan, to long-on",<p>R Chahar is the new batter</p>,
117030,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,18,3,0,"Jordan to Rabada, no run",False,False,False,550215,Kagiso Rabada,6,6,288992,Chris Jordan,3.3,0,19,2,1064812,Rahul Chahar,1,1,327830.0,Dwaine Pretorius,3.0,0.0,20.0,1.0,,,,,,,False,"Jordan marginally misses the yorker once again, but it is still full enough to squeeze underneath Rabada's bat",,
117040,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,18,4,2,"Jordan to Rabada, 2 runs",False,False,False,550215,Kagiso Rabada,8,7,288992,Chris Jordan,3.4,0,21,2,1064812,Rahul Chahar,1,1,327830.0,Dwaine Pretorius,3.0,0.0,20.0,1.0,,,,,,,False,"perfectly acceptable yorker from Jordan, stabbed to covers, a fumble allows Rabada to come back for the second",,
117050,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,18,5,1,"Jordan to Rabada, 1 run",False,False,False,550215,Kagiso Rabada,9,8,288992,Chris Jordan,3.5,0,22,2,1064812,Rahul Chahar,1,1,327830.0,Dwaine Pretorius,3.0,0.0,20.0,1.0,,,,,,,False,"Jordan now hits a heavy length outside off, plinked to mid-off",,
117060,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,18,6,1,"Jordan to Chahar, 1 run",False,False,False,1064812,Rahul Chahar,2,2,288992,Chris Jordan,4.0,0,23,2,550215,Kagiso Rabada,9,8,327830.0,Dwaine Pretorius,3.0,0.0,20.0,1.0,,,,,,,False,sliced away to sweeper cover for a single. Another good over from Jordan,,
118010,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,19,1,0,"Pretorius to Chahar, no run",False,False,False,1064812,Rahul Chahar,2,3,327830,Dwaine Pretorius,3.1,0,20,1,550215,Kagiso Rabada,9,8,288992.0,Chris Jordan,4.0,0.0,23.0,2.0,,,,,,,False,"wide yorker outside off, dips underneath Chahar's bat",,
118020,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,19,2,4,"Pretorius to Chahar, FOUR",True,False,False,1064812,Rahul Chahar,6,4,327830,Dwaine Pretorius,3.2,0,24,1,550215,Kagiso Rabada,9,8,288992.0,Chris Jordan,4.0,0.0,23.0,2.0,,,,,,,False,"Pretorius misses his length. Fractionally overpitched and outside off, Chahar stays leg-side of the ball and scythes it away past the right of sweeper cover for four",,
118030,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,19,3,0,"Pretorius to Chahar, no run",False,False,False,1064812,Rahul Chahar,6,5,327830,Dwaine Pretorius,3.3,0,24,1,550215,Kagiso Rabada,9,8,288992.0,Chris Jordan,4.0,0.0,23.0,2.0,,,,,,,False,"slower ball, floats away outside off, 109.4ks, Chahar slogs way too early and does not make contact",,"<p>Krishna: ""This was the kind of bowling CSK lacked last match. Good to see some nice death bowling in a while.""</p>"
118040,2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,1,19,4,6,"Pretorius to Chahar, SIX",True,False,False,1064812,Rahul Chahar,12,6,327830,Dwaine Pretorius,3.4,0,30,1,550215,Kagiso Rabada,9,8,288992.0,Chris Jordan,4.0,0.0,23.0,2.0,,,,,,,False,"Pretorius shifts his length. Shorter and wide of off stump. Carved away in the air. Gaikwad aims to settle under it at sweeper cover. He catches the ball with both hands, but the momentum takes him beyond the boundary. He can't parry the ball back into play in time",,
210,2022.0,1304057,CSK v PBKS,CSK,PBKS,CSK,2,1,1,0,"Arora to Uthappa, no run",False,False,False,35582,Robin Uthappa,0,1,1209292,Vaibhav Arora,0.1,0,0,0,1060380,Ruturaj Gaikwad,0,0,,,,,,,,,,,,,False,"length ball swinging in from outside off, defended on the front foot","<p>Gaikwad and Uthappa are jogging in. Vaibhav Arora will start with the ball. One slip.</p><p>Raj: ""Commentators mentioned that the wax spray was applied way later than usual (5PM instead of 1PM) and thus the lesser dew on the ground."" --- True, that <i>seems</i> to be working.</p><p><b>9.35pm</b> Welcome back. Rabada and Smith are warming up. Dhawan is having a chat with Agarwal.</p>",
220,2022.0,1304057,CSK v PBKS,CSK,PBKS,CSK,2,1,2,2,"Arora to Uthappa, 2 runs",False,False,False,35582,Robin Uthappa,2,2,1209292,Vaibhav Arora,0.2,0,2,0,1060380,Ruturaj Gaikwad,0,0,,,,,,,,,,,,,False,"length ball, starts from well outside off and swings in to end on the stumps. Flicked towards deep midwicket",,
230,2022.0,1304057,CSK v PBKS,CSK,PBKS,CSK,2,1,3,1,"Arora to Uthappa, 1 run",False,False,False,35582,Robin Uthappa,3,3,1209292,Vaibhav Arora,0.3,0,3,0,1060380,Ruturaj Gaikwad,0,0,,,,,,,,,,,,,False,"length outside off, this one leaves the batter. Uthappa goes for the cut, gets an outside edge over the slip fielder. Third man cuts it off",,
240,2022.0,1304057,CSK v PBKS,CSK,PBKS,CSK,2,1,4,1,"Arora to Gaikwad, 1 run",False,False,False,1060380,Ruturaj Gaikwad,1,1,1209292,Vaibhav Arora,0.4,0,4,0,35582,Robin Uthappa,3,3,,,,,,,,,,,,,False,"length ball around off and coming in to the batter, tucked away towards short midwicket",,
250,2022.0,1304057,CSK v PBKS,CSK,PBKS,CSK,2,1,5,1,"Arora to Uthappa, 1 run",False,False,False,35582,Robin Uthappa,4,4,1209292,Vaibhav Arora,0.5,0,5,0,1060380,Ruturaj Gaikwad,1,1,,,,,,,,,,,,,False,"length ball around off, moves away. Pushed towards mid-on for a quick single",,
